"mat_alu","nome","dat_entrada","cod_curso","cotista"
"135141","ANDRE BASTOS MERCIA","2012-02-26","4","S"
"135144","HANNAH CARMO PAIXAO - TESTE","2009-09-22","4","S"
"138016","LUCAS FONTES RAFAEL","2012-12-22","35","S"
"140461","RODRIGO BARROS MARINHO RAPOSO - TESTE","2010-09-02","123","S"
"141319","DARIO BELO MAYARA SANTOS - TESTE","2011-11-26","4","S"
"146972","SADILO BEZERRA","2011-06-08","44","S"
"149158","GILVANIA EMANUELY PAIVA","2011-01-24","35","S"
"143680","ANTONIO JOSE OLIVEIRA - TESTE","2012-03-16","35","S"
"140607","MARCIA CRISTINA SANTOS - TESTE","2013-05-25","13","S"
"148049","LUCIANO ANDRADE MATIAS SILVA - TESTE","2011-08-22","123","S"
"142604","JOANIELE COSTA LOPES VIEIRA - TESTE","2012-06-06","123","S"
"137034","RIVALENO ALMEIDA MENEZES SILVA - TESTE","2010-08-09","52","S"
"135442","RAFAEL JUNIOR SILVA - TESTE","2011-08-30","13","S"
"135520","MARCELLY BATISTA PATRICIA","2011-06-13","44","S"
"142747","ISIS ALVES NEVES VANDERLEY - TESTE","2007-01-20","4","S"
"142844","DINA LETICIA TAVARES - TESTE","1992-05-17","4","S"
"143069","MARIA APARECIDA MOTA SILVA - TESTE","2005-09-05","123","S"
"135134","MARCELA FONTES LOBAO - TESTE","2012-05-09","13","S"
"140588","GLAUBER AMBROSIO LOURDES","2004-11-17","13","S"
"150984","DEBORAH BERTO RENAN - TESTE","2013-03-11","131","S"
"135060","LEONARDO ALMEIDA. LADEIRA","2011-10-03","13","S"
"135374","LUDMILLA CARVALHO LOUREIRO - TESTE","2005-11-06","35","S"
"139552","CESAR CARLA MELO","2000-08-08","4","S"
"144946","IVAN BARBOSA LEDO SILVEIRA - TESTE","2009-10-10","52","S"
"134685","LUIS CARLOS HENRIQUE SILVA - TESTE","2012-02-18","52","S"
"135773","THAUANE BARROS NUNES","2012-03-16","13","S"
"135792","ANNELISE FIGUEREDO RIBEIRO - TESTE","2012-10-22","13","S"
"139988","CAIO CORREIA RODRIGUES - TESTE","2012-06-06","4","S"
"145885","JEANE MENEZES","2003-05-21","4","S"
"145351","LEONARDO ANDRADE NONATO - TESTE","2011-04-11","44","S"
"145352","RAIMUNDO CARVALHO OLIVEIRA - TESTE","2002-02-22","44","S"
"135066","EMANUELLE ANDRADE MAIA","2012-12-21","13","S"
"136659","CARLA CRISTINA SILVA - TESTE","2012-02-17","4","S"
"139396","JORGE LEAO SANTANA - TESTE","2011-07-14","35","S"
"140568","ANA JOSE SILVA - TESTE","2012-07-11","35","S"
"136057","YARA LORENA ROZARIO - TESTE","2012-09-11","13","S"
"150747","LINDIANE NASCIMENTO SILVA - TESTE","2009-03-07","4","S"
"136094","KAIQUE BASTOS MENDONCA","2012-01-31","13","S"
"136107","THAIS BARRETO LIMA SANTANA - TESTE","2011-03-24","13","S"
"154707","TAMARA BRANCO MELO","2012-10-24","13","S"
"136152","JADE CASTELO RAYANE - TESTE","2011-08-18","4","S"
"140042","REBECCA CARVALHO RAMOS TORRES - TESTE","2011-07-08","4","S"
"141648","ALYSSON FEITOSA SANTOS - TESTE","2007-01-23","52","S"
"141638","MAXWEL ALMEIDA LIMA SILVA - TESTE","2011-07-12","103","S"
"135532","LUCIANA BARBOSA GABRIELLA","2012-01-26","13","S"
"140102","KAREN MOTA SILVA - TESTE","2010-05-29","4","S"
"136654","MICHELLE ARAGAO SANTOS - TESTE","2011-06-21","35","S"
"143406","ALLAN ARAGAO PRADO SILVA - TESTE","2011-02-11","13","S"
"138327","JOAO CAVALCANTE PAULO TADEU - TESTE","2011-12-31","4","S"
"143112","JOYCE MENDONCA","2010-11-09","4","S"
"142940","VIVIA LIMA NEIDE SOUZA - TESTE","1952-01-19","103","S"
"139515","SANNY IVONE SANTOS - TESTE","2010-12-14","4","S"
"141654","RAFAEL CAVALCANTE SILVA - TESTE","2012-05-19","52","S"
"150431","XALANA ARUBA NOGUEIRA","2012-09-20","35","S"
"146127","IGOR DANTAS SANTOS - TESTE","2002-12-08","123","S"
"140572","ROZIANE LEITE SILVA - TESTE","2007-04-15","44","S"
"136772","GALILEU LIMA SOUZA - TESTE","2012-08-16","13","S"
"144605","HERBERT CARVALHO SILVA - TESTE","2010-06-26","44","S"
"139236","FERNANDO ANJOS MORAES SOARES - TESTE","2002-07-17","4","S"
"141408","RAFAEL CRISTINA MORAIS SANTANA - TESTE","2011-05-24","52","S"
"144685","SANDRO HENRIQUE PEREIRA TORRES - TESTE","2012-02-24","4","S"
"141571","RODRIGO DINIZ SALES - TESTE","2008-08-26","123","S"
"143204","ANDRESSA GOIS PEREIRA","2008-09-08","44","S"
"143208","GABRIELA CERQUEIRA NOVAES","2012-07-09","44","S"
"143307","AMANDA HELLEN SANTANA - TESTE","2011-03-16","13","S"
"146276","SOANE FILHO PINTO MELLO - TESTE","2008-11-14","44","S"
"143087","AFONSO BARRETO FONTES SOUZA - TESTE","2011-10-29","103","S"
"140630","LAYS DANTAS RAULINO - TESTE","2009-09-16","13","S"
"149288","LIDUINA MAYARA","2004-05-22","4","S"
"149302","MOEMA BARROS MARIA","2013-06-30","13","S"
"149303","JOSE FABIANA MENDONCA - TESTE","2011-02-17","103","S"
"149327","AFONSO AZEVEDO ROCHA - TESTE","2012-06-13","13","S"
"149334","JOSE MAYARA","1998-12-11","103","S"
"139157","NICOLLY LEITE PINHEIRO - TESTE","2009-03-16","35","S"
"147639","MIRELA DAIANA SANTOS VANESSA - TESTE","2014-04-21","131","S"
"139763","MARIA JOSE ROGERIA WILLAMS - TESTE","1992-03-18","44","S"
"151614","VALDEMAR CARDOSO OTAVIA","2011-08-29","4","S"
"141332","MAILSON COSTA PATRICIA - TESTE","2008-05-04","123","S"
"140712","IURY FILHO LUIZ TENORIO - TESTE","2012-09-16","4","S"
"141337","IRINEIA JESUS SILVA - TESTE","2008-07-17","44","S"
"146681","CAMILA FEITOSA SANTOS - TESTE","2010-08-17","44","S"
"136717","INGRID CARVALHO MENESES SILVA - TESTE","2011-05-28","35","S"
"139653","DANIELA BARRETO PERREIRA - TESTE","2005-04-13","44","S"
"141623","DANIELLE LEITE MONTEIRO - TESTE","2009-07-27","13","S"
"141662","PHILIPPE CORREA RIBEIRO - TESTE","2003-11-22","52","S"
"138961","MARCOS BARBOSA OLIVEIRA - TESTE","1993-03-29","4","S"
"73446","CARLOS MENEZES SANTOS - TESTE","1997-01-08","4","S"
"86078","ANDREA ALMEIDA COELHO SOUZA - TESTE","1991-03-25","13","S"
"93251","ELAINE BOMFIM SANTOS - TESTE","2002-11-15","4","S"
"100802","ANA CAVALCANTE OLIVEIRA","2001-02-23","44","S"
"152583","CAROLINE CAVALCANTE MACEDO - TESTE","2001-11-22","35","S"
"107611","LEILANE JAMILLE SANTOS - TESTE","2004-11-19","4","S"
"51886","SHEYLA MARTINS SANTANA - TESTE","1994-07-11","44","S"
"141326","MONICA ANJOS OLIVEIRA","1995-02-21","123","S"
"130729","CLEOMENES BARROS RIBEIRO - TESTE","1999-06-23","44","S"
"137195","THAIS ERIC RODRIGUES - TESTE","1997-01-30","13","S"
"101342","JUCINEIDE BORGES PEREIRA - TESTE","1993-07-30","44","S"
"58554","MARIA ALMEIDA LUIZA","1988-11-06","4","S"
"45840","PAULO CRUZ SILVEIRA - TESTE","2002-11-26","35","S"
"104986","GLAUCUS CARMELO MENEZES SOUZA - TESTE","1989-12-19","4","S"
"59657","PATRICIA JANETE SANTANA - TESTE","1996-02-14","4","S"
"53521","JOAQUIM BARBOSA FILHO ROCHA VIVIANE - TESTE","1980-01-03","13","S"
"155263","DANIELE EVALDO PIZZI - TESTE","2000-11-30","103","S"
"103605","JADSON CAMPOS PIRES - TESTE","2006-07-10","13","S"
"126238","CLAUDIO LIMA","2002-01-10","4","S"
"97188","IANA CALDEIRA SANTOS - TESTE","1982-10-02","4","S"
"97159","CLAUDIANA NASCIMENTO SOARES - TESTE","1996-08-26","4","S"
"101921","DENISE DOURADO NUNES","2002-08-28","4","S"
"121673","MARCELO GALVAO SANTOS - TESTE","2000-07-11","4","S"
"80509","THIAGO MACHADO RIBEIRO - TESTE","2002-06-23","4","S"
"68220","INGRID CLEMENTINO SANTOS - TESTE","2000-04-09","4","S"
"51858","ANNE CARVALHO MARIA SILVA - TESTE","2000-12-01","44","S"
"78700","WAGNER ALMEIDA MATOS","2002-12-05","4","S"
"155260","DANIELA GARCEZ MATOS SILVA - TESTE","2003-03-12","4","S"
"85410","LUCIANO BRITO MATOS SANTOS - TESTE","1994-11-02","4","S"
"134972","JOSE JASMIN ORICO - TESTE","2000-11-03","35","S"
"73372","PAULA FERREIRA OLIVEIRA - TESTE","2000-02-11","13","S"
"116256","CARMEN ANDREZA GOMES OLIVEIRA","2000-06-01","4","S"
"65571","JOAO GOES MENEZES - TESTE","1998-08-10","4","S"
"33667","ANDREZZA ALBERTO COSTA PEREIRA - TESTE","1997-07-21","4","S"
"73927","ANDRE BARRETO LEANE TEIXEIRA - TESTE","1998-04-16","4","S"
"113200","JOSE ALMEIDA ROBERTA - TESTE","2000-05-31","123","S"
"120568","RAISSA BRASIL MOURA","2010-11-28","35","S"
"65145","THIAGO ARIMATEA MENDONCA SANTOS - TESTE","2000-06-05","4","S"
"108363","LUCIANA BARBOSA SAMPAIO - TESTE","2002-10-24","44","S"
"138515","JOYCE LEITE ROCHA - TESTE","2004-01-11","4","S"
"54513","PAULO BOTTO MARMORE SUZANA - TESTE","1981-06-12","4","S"
"121441","PATRICIA ANDRE MELO","2002-04-08","4","S"
"120583","DIOGO BRAZ JESUS RIBEIRO - TESTE","2011-04-09","4","S"
"108784","FABIANI GALILLEO SOUZA - TESTE","1995-04-28","44","S"
"139368","RENATA FRANCA MENDONCA SILVA - TESTE","2002-12-19","4","S"
"72856","FABIO AUGUSTO LIMA SANTOS - TESTE","2002-04-21","4","S"
"98502","SUELLEN PUJALS VIRGINIA - TESTE","2004-01-17","44","S"
"103982","TICIA ALMEIDA CRUZ TATIANE - TESTE","1998-01-13","4","S"
"101806","JADSON CRUZ MATOS SILVA - TESTE","2006-02-03","4","S"
"120202","MARTA BARRETO PEREIRA SOBRAL - TESTE","1973-01-18","4","S"
"127739","ALINE DORIA PRATA VASCONCELOS - TESTE","2002-03-14","4","S"
"120453","LEDA FRAGA ROSA - TESTE","2003-09-18","4","S"
"67140","TIAGO ALMEIDA LACERDA SANTOS - TESTE","2002-12-12","4","S"
"127646","GUILHERME COSTA SANTOS - TESTE","2004-09-22","4","S"
"126841","JAY HARLEY SILVA TORRES - TESTE","2002-05-23","123","S"
"156264","ADRIANA MARANHAO PEREIRA","1991-11-14","4","S"
"120689","FILIPE LACERDA SILVEIRA - TESTE","2011-11-02","4","S"
"153483","PATRICK NATAL VASCONCELOS - TESTE","2002-02-15","52","S"
"53751","PATRICK NATAL VASCONCELOS - TESTE","2002-02-15","52","S"
"135292","PAULA CAMILA RAMOS - TESTE","2004-06-16","4","S"
"153126","IRIANE FREIRE RESENDE SOUSA - TESTE","2008-05-19","4","S"
"90547","ISABELLE DANTAS MACIEL","2006-08-11","13","S"
"53169","CYNTHIA ANDRADE LUIZ","1990-10-09","44","S"
"56143","SAMUEL BARRETO NUNES - TESTE","1989-01-29","4","S"
"61318","HENRY AUGUSTO MENEZES","2003-12-11","4","S"
"61816","CIROELITON CARDOSO MORAIS SOUZA - TESTE","2005-04-06","4","S"
"61821","NOEL ARAUJO SANTOS - TESTE","1987-05-18","4","S"
"54638","MOEMA BEZERRA GUIMARAES SANTOS - TESTE","1989-02-26","4","S"
"61811","ALLAN OLIVEIRA SANTOS - TESTE","2004-09-27","4","S"
"60951","DARLISON CARLOS LUIS - TESTE","2003-09-08","4","S"
"115629","WAIRA AQUINO PEREIRA SILVA - TESTE","2002-12-04","52","S"
"61995","IRIS FERNANDA MOREIRA - TESTE","2006-01-09","13","S"
"116468","ADRIANO BARBOSA GARCIA SANTOS - TESTE","2005-05-23","13","S"
"125503","TAMIRES LARIZZA SOUZA - TESTE","2007-04-18","44","S"
"76372","LUCAS LIMEIRA RODRIGUES - TESTE","2003-12-09","13","S"
"149891","SALVIO AZEVEDO MONTEIRO TELES - TESTE","2005-01-02","103","S"
"62043","JORGE FILHO LUDUVICE SANTOS - TESTE","2000-01-13","13","S"
"114460","HUDSON CRISPIM SANTOS - TESTE","2002-09-04","123","S"
"63495","CLAUDIA CRISTINA LIDIANE","1997-09-08","13","S"
"67692","ELIANA ALMEIDA CRUZ SANTOS - TESTE","1991-02-21","4","S"
"120245","LUCAS BARROS FERREIRA REIS - TESTE","2004-09-08","4","S"
"111964","RAFAELLA ALVES GUIMARAES SOUSA - TESTE","2010-07-14","13","S"
"60052","ERINALDO LOPES SILVA - TESTE","1998-07-03","4","S"
"82914","NARA JUNIOR SILVA - TESTE","1999-03-03","44","S"
"57825","ANA BEZERRA MARIA","2004-11-06","4","S"
"122333","DANIELLE CHAVES SANTOS - TESTE","2005-04-26","13","S"
"127591","MARIA AMORIM MACIEL PRAZERES - TESTE","2002-04-30","4","S"
"88709","SIMONE CARMO MOTA","2001-08-31","13","S"
"122302","CAROLINA AROUCA NASCIMENTO VASCONCELOS - TESTE","2004-10-14","4","S"
"61413","ROMULO PINTO","2003-05-25","4","S"
"65974","FLAVIA CATIANE RICARDO VIEIRA - TESTE","2005-08-14","4","S"
"83952","JOSE ALVES RODRIGUES - TESTE","2004-02-26","4","S"
"151247","VALTER BARRETO FONTES","1987-01-10","4","S"
"67177","HERIKA CARVALHO NASCIMENTO","1992-09-21","4","S"
"107213","LEODEGARIO FARIAS PONCIN VIEIRA - TESTE","1994-07-26","35","S"
"113533","MICHELE ELIANE PASSOS - TESTE","2001-09-24","4","S"
"90208","ALEXSANDRO ANDRADE KLEBER","1992-11-13","13","S"
"93807","ALIDINEY BORGES LAERCIO VIRGINIA - TESTE","2004-11-30","4","S"
"64859","SUELY ALVES SANTOS","1978-05-24","4","S"
"117679","NEYLANE ALBUQUERQUE LIMA SOUZA - TESTE","2004-05-25","44","S"
"108543","FELIPE JESUS SILVA - TESTE","2004-03-24","13","S"
"114034","TATIANA ALVES OLIVA SERGIO - TESTE","2004-07-01","4","S"
"71221","NIEIRE PINTO","2001-10-19","4","S"
"97412","KAREN MARQUES SILVA - TESTE","2004-08-20","4","S"
"61896","LUCIANA CUNHA LEAO - TESTE","2001-11-12","4","S"
"100784","ILANI MELO SOUSA. - TESTE","1997-08-26","44","S"
"73528","PASCHOAL COSTA OLIVEIRA","2005-03-31","4","S"
"128069","CECILIA BRITO NETO SILVA - TESTE","2002-08-21","13","S"
"156017","FABRICIO PASSOS TELES - TESTE","2002-04-16","4","S"
"67843","NILZA JOANE SILVA - TESTE","1982-07-03","4","S"
"140201","IGOR BARRETO DANTAS SANTOS - TESTE","2003-09-14","103","S"
"97262","SHYRLEIDE CHAGAS NOGUEIRA - TESTE","2003-04-17","4","S"
"64750","LINDINEIDE BEZERRA PEREIRA TARLIONY - TESTE","1993-09-01","4","S"
"138089","ELSON BATISTA SANTANA","2000-02-26","4","S"
"122698","MATHEUS FORMOSO OLIVEIRA - TESTE","2011-06-17","13","S"
"73514","HELLEN BATISTA MARIA SOUZA - TESTE","2005-02-08","52","S"
"112561","SORAYA COSTA MARIA SANTOS - TESTE","2000-06-26","44","S"
"139829","JOSE LIMA TELES - TESTE","1981-02-24","4","S"
"62051","ALISSON BATISTA MICHELLE SANTOS - TESTE","2004-02-22","13","S"
"152082","ANDRE MANGUEIRA SAMPAIO - TESTE","2003-06-28","13","S"
"73337","CAIO ARAGAO NETO SIMOES - TESTE","2004-12-07","35","S"
"64925","ALMIR FIGUEIREDO JUNIOR SILVA - TESTE","1990-06-02","4","S"
"61987","JOAO ARAUJO FATIMA","1981-06-19","13","S"
"62008","IVANA CARLOS MELO","2004-06-13","13","S"
"137110","THAISE FEITOSA OLIVEIRA","2004-07-31","13","S"
"63005","FELICIA JOYCE SOUZA - TESTE","2003-12-29","4","S"
"127871","ADRIANA EDUARDO SANTOS - TESTE","2004-09-16","13","S"
"101955","FREDERICO CORREA GUSTAVO","2005-01-01","4","S"
"154310","JOSE FRANCISCO","2004-12-18","4","S"
"78401","KARINA FONSECA MENEZES","1992-04-04","13","S"
"78772","ROSANE BRAGA MONFORT","1999-07-27","13","S"
"144448","ELSON GRACIANO REZENDE - TESTE","1997-10-31","4","S"
"115343","DIOGENES JUNIOR OLIVEIRA - TESTE","2003-12-05","123","S"
"135992","ANNA GUEDES REIS - TESTE","2005-12-11","44","S"
"116974","CLEUDO MIRANDA SOUZA - TESTE","2005-12-05","4","S"
"101780","LUIZ FONTES MENDONCA","2005-12-19","4","S"
"76525","FABIO CAMPOS MENEZES - TESTE","2001-05-16","4","S"
"57259","BIANCA MORAES","2004-03-07","13","S"
"65899","MARIANGELA FILHO SILVA - TESTE","1998-06-07","4","S"
"64762","PAULO ANDRESA NASCIMENTO SANTANA - TESTE","1980-04-08","4","S"
"139303","ALDAIR CARDOSO PRADO - TESTE","1988-07-18","13","S"
"112811","VICTORIA CAROLINE MILTON","2005-02-03","44","S"
"67438","ANA CAROLINA REIS - TESTE","2006-09-18","4","S"
"70340","PEDRO BARRETO ROSA","2005-03-06","4","S"
"66177","LUCIANO CLEMENTE SOUZA - TESTE","2005-03-28","4","S"
"62036","JOAO BARROS NASCIMENTO SANTOS - TESTE","1981-04-26","13","S"
"122442","JANNE FARIAS SANTOS - TESTE","2005-05-28","44","S"
"148807","RUAN ALMEIDA LEITE","2006-10-24","52","S"
"153204","TALITHA CARDOSO MACHADO VIEIRA - TESTE","2001-09-02","103","S"
"73541","LUIZ ANTONIO MACHADO SOUZA - TESTE","2004-04-01","4","S"
"121362","THATIANE DANIELLE MENDONCA SAVIO - TESTE","2002-05-27","13","S"
"88252","LIVIA COSTA SANTOS - TESTE","2001-05-27","4","S"
"67142","NEDIVALDO LIMA SANTANA - TESTE","1993-10-18","4","S"
"150486","LARRY CARDOZO FIGUEIREDO - TESTE","1990-08-28","103","S"
"71220","PEDRO KAROLINE SOUZA - TESTE","2003-02-02","4","S"
"139139","HILDA ANDRADE ORTENCIA SUZANA - TESTE","2000-02-08","35","S"
"151982","JEANE LOPES SOUZA - TESTE","2003-03-16","44","S"
"137095","VIVIAN ANDRADE HORTENCIA - TESTE","2003-02-14","13","S"
"48080","FLAVIO BATISTA MACHADO SANTOS - TESTE","2001-11-04","4","S"
"81981","SANDRA BARRETO MARIA","2001-04-29","13","S"
"121503","LEONARDO ALMEIDA FREITAS","2002-08-27","4","S"
"120468","JANALEX CESAR SILVA - TESTE","1989-04-24","4","S"
"63766","ARIAN GUSTAVO SANTOS - TESTE","2004-05-31","13","S"
"72740","ALISSON BARRETO PINHEIRO TAVARES - TESTE","1999-10-08","4","S"
"82656","ROSANI BARRETO SOUZA - TESTE","2003-06-17","52","S"
"122481","SAMARA DELURDES MACHADO","2003-06-20","44","S"
"47934","DIEGO ALBERTO ELIAS MANGIERI SIQUIEROLI - TESTE","2003-11-01","4","S"
"87868","LIDIANE FILHO SILVA - TESTE","2004-06-08","4","S"
"131299","NECESSIO ADRIANO SANTANA","2001-09-19","4","S"
"109471","FRANCISCO BARBOSA FATIMA VALENCA - TESTE","1998-05-09","4","S"
"120250","VERONICA ALMEIDA GARCEZ ROSA - TESTE","2003-07-03","4","S"
"90556","CLISSIA CRUZ REIS TELES - TESTE","2008-07-17","13","S"
"112411","FABIO ALBERTO ARAGAO SOUSA - TESTE","1992-09-07","4","S"
"52968","LUCIANA MITIDIERI SOUZA - TESTE","2004-07-16","13","S"
"78026","GILCEMAR PAIXAO SANTOS - TESTE","2002-02-23","4","S"
"78754","ROSE ARAUJO SILVA - TESTE","2004-05-16","4","S"
"127803","TIAGO BARRETO REGO - TESTE","2003-11-15","4","S"
"100245","ALESSANDRO DANTAS MOTA","1993-11-21","125","S"
"60447","EVALDINO ALVARES FIGUEIREDO SANTOS - TESTE","1991-02-23","4","S"
"52668","JOABE DANTAS MAYNARD","2002-09-22","4","S"
"88389","JOSE CEZARINO NETO - TESTE","1990-08-04","4","S"
"80406","KARINE LUIZ PORTUGAL","1996-09-10","4","S"
"159923","ANDERSON MOISES SANTOS","2001-11-06","13","S"
"121396","CAMILA GOMES NASCIMENTO TEIXEIRA - TESTE","2004-07-04","4","S"
"61363","SARAH FLAVIO MARCONE SANTOS - TESTE","1998-10-09","4","S"
"58096","GILVANIA ARAUJO MOREIRA","2002-03-24","4","S"
"87068","JONALDO LELIS OLIVEIRA - TESTE","1981-12-31","4","S"
"149504","AMANDA CASSIA MARIA SOARES - TESTE","2004-03-03","44","S"
"60047","MARCIO LIMA RODRIGUES - TESTE","1997-08-12","35","S"
"52739","BRUNO BARBOSA MENESES - TESTE","1999-03-28","4","S"
"116591","LUANA MELO NOGUEIRA","2005-01-28","4","S"
"117653","CLECIA JUNIOR SILVA - TESTE","1993-07-14","44","S"
"105984","MICHELINNE ALMEIDA GUERRA SANTOS - TESTE","2005-01-10","44","S"
"110274","TAMARA ABREU LELIS PEREIRA - TESTE","2002-08-18","44","S"
"120209","NEMORA CUNHA MENEZES","2008-11-15","4","S"
"56292","JULIANA ARGOLO SANTOS - TESTE","2002-08-05","13","S"
"53107","MARIA ALMEIDA LIMA","2000-05-26","13","S"
"61841","FELIPE CALDAS SILVEIRA - TESTE","2003-12-01","4","S"
"127415","ALINE DONALD MENEZES","2003-03-25","44","S"
"122464","JUSSARA BISPO NETO TIAGO - TESTE","2001-03-09","4","S"
"150120","DIEGO MENESES","2004-07-17","103","S"
"109079","MARIA DANTAS NASCIMENTO - TESTE","1987-11-11","4","S"
"53170","SAMUEL FERNANDA NETO SILVEIRA - TESTE","1985-04-17","4","S"
"127688","PRISCILA CONCEICAO MOREIRA - TESTE","2004-05-13","4","S"
"152546","CRISTIANO FRANCISCO SILVEIRA - TESTE","2004-04-25","4","S"
"63638","MARIO AMARAL NUNES SEBASTIAO - TESTE","2001-01-25","4","S"
"134358","MARIA JESUS ROCHA - TESTE","2003-01-21","44","S"
"88448","RODRIGO DANIEL SOARES - TESTE","2005-05-17","4","S"
"86754","JESSICA CAVALCANTE NAYANA SILVA - TESTE","2008-01-02","13","S"
"120114","CAIO COSTA LUAN - TESTE","2007-08-23","4","S"
"108976","GRAZIELLA ALVES GOMES SANTANA - TESTE","2000-03-12","44","S"
"86586","MELISSIO GAMA PEREIRA","2006-11-21","4","S"
"87175","ROSECLAYR DORIA LUIZA","2007-08-22","13","S"
"88261","ALINE ALVES PUREZA","2008-01-25","4","S"
"81081","CLEVISON CUNHA LIMA TENISSON - TESTE","1994-02-15","4","S"
"90785","WHORTON CAMPOS OLIVEIRA SOUZA - TESTE","2007-02-03","4","S"
"90243","RAFAELA BATISTA MARIO SOUZA - TESTE","2008-07-26","13","S"
"107361","TAMIRES BARRETO NETO - TESTE","2006-09-29","13","S"
"84082","TAMIS BATISTA MAXIMO SOUSA - TESTE","2007-07-29","4","S"
"87272","DEMETRIO GUIMARAES SANTOS - TESTE","2008-09-09","13","S"
"83667","PATRICIA GOMES RANI - TESTE","2008-03-15","13","S"
"87332","CARLOS GOMES REGINA","2007-07-14","4","N"
"81670","FLAVIA LEMOS SOARES - TESTE","2004-12-07","35","S"
"84341","FELIPE DELLANO SANTOS - TESTE","2007-09-20","13","S"
"119529","RAMON ANDRADE LIMA","2010-05-04","13","S"
"87173","DANIEL BARBOSA LUIZ TOLEDO - TESTE","2006-11-27","4","S"
"101644","JAMILE JESUS RODRIGUES","2007-06-11","4","S"
"109094","VINICIUS MAYNARD ROSARIO - TESTE","2008-04-01","4","S"
"83713","GABRIELA FARIAS","2007-10-14","13","S"
"83761","MARILIA GONCALVES OLIVEIRA - TESTE","2008-03-17","13","S"
"136194","CARLOS COSTA MORAES SANTOS - TESTE","2003-12-09","35","S"
"156100","AARON MARINHO SILVA - TESTE","2007-09-07","4","S"
"86942","THARCIA GOIS PRATA SOUZA - TESTE","2007-01-21","13","S"
"86771","ALANNA FONTES SOUZA - TESTE","2007-04-27","4","S"
"126427","SILAS LOPES SILVA - TESTE","2008-10-22","4","S"
"88524","ROSILEIDE JUNIOR NUNES","1993-10-23","44","S"
"88014","CAROLINE ALVES SANTANA - TESTE","2006-07-12","4","S"
"102523","DANIEL ALONSO OLIVEIRA VASCONCELOS - TESTE","2006-08-24","4","S"
"90766","ANDREA CLEIDSON SALVADOR - TESTE","1993-07-12","4","S"
"110934","VANESSA ALVES MACENA SOUSA - TESTE","2005-02-26","13","S"
"112995","THAISE DANTAS SANTOS VIEIRA - TESTE","2001-03-13","44","S"
"125124","FENELON FELIPE PEREIRA","2005-05-18","44","S"
"86856","SILVIO CASTEJON ISMENIA","2006-06-12","13","S"
"88523","JANEIDE COSTA MENDONCA THIAGO - TESTE","1992-06-30","13","S"
"124008","RAYANE ANDRADE FERREIRA STHEFANY - TESTE","2008-05-01","4","S"
"90776","LEILANE COELHO ROCHA - TESTE","2006-12-04","4","S"
"90641","MILTON CASAGRANDE MARTINS SANTOS - TESTE","1998-07-18","4","S"
"92047","LUIZ FERREIRA PERREIRA - TESTE","2007-10-26","52","S"
"90876","KAROLINE BATISTA SANTOS - TESTE","2005-02-02","4","S"
"87221","ROSANE OLIVEIRA TORQUATO - TESTE","2008-03-04","4","S"
"120141","LARA GODOLPHIM ROCHA WILSON - TESTE","2006-10-02","4","S"
"89637","PAULA HONORATO ROCHA - TESTE","2008-10-02","13","S"
"89784","ISABELLE CHRISTINE MENEZES SILVA - TESTE","2006-08-15","13","S"
"86790","ANTONIO CAVALCANTE NETO SOUSA - TESTE","1984-01-27","4","S"
"120073","MANOEL MARCOS SILVA - TESTE","2008-03-16","4","S"
"114462","HUGO CRUZ MADALENA RODRIGO TOURINHO - TESTE","2007-08-01","4","S"
"160463","DARIO FILHO MARQUES SILVA - TESTE","2007-06-24","4","S"
"120105","MARCOS AZEVEDO NEVES TADEU - TESTE","1990-06-23","4","S"
"137135","SONIA CRISTINA PEREIRA TORRES - TESTE","1987-04-10","4","S"
"98713","CARLENE CRISTIANE MELO SILVA - TESTE","1991-06-16","4","S"
"114801","JOSE BISPO MACIEL RAIMUNDO - TESTE","1992-08-26","125","S"
"18224","JOSE CABRAL MEDEIROS OSCAR - TESTE","1973-04-11","4","S"
"98742","MARIZA AUXILIADORA MANGUEIRA - TESTE","1979-06-13","13","S"
"137261","THAYSA LUCIA REIS - TESTE","2009-11-03","4","S"
"67416","RADAMES RAMOS - TESTE","1991-09-17","4","S"
"155326","JOSE FERREIRA OLIVEIRA - TESTE","1982-01-01","4","S"
"37024","AMANDA BRITO RESENDE - TESTE","1995-11-06","4","S"
"571","MARCOS ALFREDO MARTINS","1979-09-04","4","S"
"108745","HELIO MARLEIDE NETO - TESTE","1984-11-21","13","S"
"115824","FRANCISCO ANDRADE GOES SILVA - TESTE","1995-05-16","13","S"
"137136","PALOMA BARROS GOES SILVEIRA - TESTE","2010-04-23","4","S"
"59640","CLAUDIO MELO RIBEIRO - TESTE","1991-01-23","4","S"
"54647","RONALDO CABRAL LIMA TEIXEIRA - TESTE","1984-12-15","13","S"
"139789","MARJORIE BARRETO SANCHES","1994-06-07","4","S"
"54190","FABIO BARRETO OLIVEIRA SHIRLEY - TESTE","1992-06-11","4","S"
"103287","CLAUDIA CRISTINA MARQUES - TESTE","1992-01-26","4","S"
"110014","MICHELY MELO","1991-05-07","13","S"
"103160","MARA CARLOS MOTA","1990-04-20","4","S"
"104778","GABRIELA OLIVEIRA TAVARES - TESTE","2005-11-04","13","S"
"130497","THIAGO ABREU LUCIO RODRIGUES - TESTE","1995-01-07","4","S"
"10930","IGOR ALENCAR MACIEL","1995-11-30","4","S"
